arc	source	where	terms	status	hits_per_head	top_paths	quote
B8084_cold_audit	paper/structure-genesis-first	B8084_cold_audit/relays/CC3_TO_CC_2026-08-19_COLD_AUDIT_BLOCKED_AND_FIRST_FINDING.md:62	symmetric positive register	GENERIC	"{""audit/b775-braver-questions"":132,""claude/new-session-qor5up"":126,""claude/outside-bench"":167,""codex/seat-r001"":146,""main"":153,""paper/structure-genesis-first"":131}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/PRACTICES.md | docs/PRICED_DOORS.md | +35 catch-all	there is no symmetric positive register
B8084_cold_audit	paper/structure-genesis-first	B8084_cold_audit/relays/CC3_TO_CC_2026-08-19_KILL_GRAPH_CLEAN_AND_MY_OWN_CORRECTION.md:55	received prompts	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":4,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":7}"	docs/CAMPAIGN_STATUS.md | docs/CC3_RELAY_INDEX.md | docs/RELAY_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B8084_cold_audit/relays/CC3_TO_CC_2026-08-19_KILL_GRAPH_CLEAN_AND_MY_OWN_CORRECTION.md | frontier/B8092_design_audit/relays/CC3_TO_CC_2026-08-19_DESIGN_AUDIT_THREE_FINDINGS.md | +4 catch-all	The prompts given to the cells. I never received them
B8084_cold_audit	paper/structure-genesis-first	B8084_cold_audit/relays/CC3_TO_CC_2026-08-19_KILL_GRAPH_CLEAN_AND_MY_OWN_CORRECTION.md:9	reason lock read	LEAD	"{""audit/b775-braver-questions"":354,""claude/new-session-qor5up"":339,""claude/outside-bench"":429,""codex/seat-r001"":359,""main"":406,""paper/structure-genesis-first"":353}"	docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/CRYSTALLIZATION_2026-07-09.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/LEAD_REGISTER.md | docs/MASTERPLAN.md | DELETED:frontier/B775_phase2_wave1/cells/_verify_Z1/compute.py | +71 catch-all	the reason is a lock I had not read
B8087_neutrino_selector	paper/structure-genesis-first	B8087_neutrino_selector/relays/CC3_TO_CC_2026-08-19_ONE_SLOT_AND_THE_SELECTOR.md:86 (re: B8086)	orbits	UNSWEEPABLE			it never computed orbits
B8088_row_homogeneity	paper/structure-genesis-first	B8088_row_homogeneity/FINDINGS.md:12	orbits	UNSWEEPABLE			It never computed orbits.
B8089_anomaly_door5	paper/structure-genesis-first	B8089_anomaly_door5/PREREGISTRATION.md:36; FINDINGS.md:25 (near-identical wording)	object	UNSWEEPABLE			the object's own derived content has never been computed
B8093_L171_clpw	paper/structure-genesis-first	B8093_L171_clpw/FINDINGS.md:64	crossed-product foundational literature successor	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":4}"	frontier/B8093_L171_clpw/FINDINGS.md | frontier/B8093_L171_clpw/relays/CC3_TO_CC_2026-08-19_L171_TYPED_MOOD_AND_THE_DISANALOGY.md | frontier/B8093_L171_clpw/results.json | frontier/B8145_l171_verified/results.json | +1 catch-all	the successor literature — Witten's later crossed-product papers, Penington–Witten — was NOT read, so this types the foundational construction only
B8093_L171_clpw	paper/structure-genesis-first	B8093_L171_clpw/relays/CC3_TO_CC_2026-08-19_L171_TYPED_MOOD_AND_THE_DISANALOGY.md:51 (context) / results.json lanes_2_to_6_started: false	related-work l172 started lanes	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":6}"	docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md | frontier/B8094_L173_anchors/relays/CC3_TO_CC_2026-08-20_L173_THE_KNOB_IS_OUR_INTERCEPT.md | frontier/B8095_related_work_armor/relays/CC3_TO_CC_2026-08-20_L6_THE_ARMOR.md | +2 catch-all	Lanes 3–6 (L172… C2… C5… related-work armor) not started
B8094_L173_anchors	paper/structure-genesis-first	B8094_L173_anchors/FINDINGS.md:52	precision extracted abstracts figures	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":2,""paper/structure-genesis-first"":10}"	docs/views/VERDICT_LEDGER.md | docs/LAW_MAP.md | frontier/B8094_L173_anchors/FINDINGS.md | frontier/B8094_L173_anchors/arc_verdict.json | frontier/B8094_L173_anchors/relays/CC3_TO_CC_2026-08-20_L173_THE_KNOB_IS_OUR_INTERCEPT.md | frontier/B8094_L173_anchors/results.json | frontier/B8146_l173_precision/FINDINGS.md | frontier/B8146_l173_precision/relays/CC3_TO_CC_2026-08-27_L173_PRECISION_CLOSED_THE_KNOB_EXISTS_THE_READOUT_DOES_NOT.md | +1 catch-all	Precision figures are NOT extracted. The abstracts do not carry them and I did not obtain full texts.
B8094_L173_anchors	paper/structure-genesis-first	B8094_L173_anchors/relays/CC3_TO_CC_2026-08-20_B1085_NEEDS_THE_GAP_LABELING_DIFFERENTIAL.md:12	bulk-boundary b1085 labeling grepped	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":2}"	docs/views/VERDICT_LEDGER.md | docs/RELAY_LEDGER.md | frontier/B8094_L173_anchors/relays/CC3_TO_CC_2026-08-20_B1085_NEEDS_THE_GAP_LABELING_DIFFERENTIAL.md	I grepped B1085 for `gap label`, `gap labeling`, and `bulk-boundary`. None appear.
B8094_L173_anchors	paper/structure-genesis-first	B8094_L173_anchors/relays/CC3_TO_CC_2026-08-20_L173_THE_KNOB_IS_OUR_INTERCEPT.md:17	fibonacci parameter pumping native	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":8,""codex/seat-r001"":6,""main"":7,""paper/structure-genesis-first"":6}"	docs/views/VERDICT_LEDGER.md | docs/OPEN_LEADS.md | docs/THE_FRAMEWORK.md | docs/WHAT_WOULD_COUNT.md | docs/LAW_MAP.md | docs/RELAY_LEDGER.md | frontier/B8094_L173_anchors/arc_verdict.json | frontier/B8094_L173_anchors/relays/CC3_TO_CC_2026-08-20_L173_THE_KNOB_IS_OUR_INTERCEPT.md | +4 catch-all	the Fibonacci QC has no native pumping parameter
B8094_L173_anchors	paper/structure-genesis-first	B8094_L173_anchors/relays/CC3_TO_CC_2026-08-20_L173_THE_KNOB_IS_OUR_INTERCEPT.md:54	related-work path-a l172 modularity	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":4}"	frontier/B8094_L173_anchors/relays/CC3_TO_CC_2026-08-20_L173_THE_KNOB_IS_OUR_INTERCEPT.md | frontier/B8095_related_work_armor/relays/CC3_TO_CC_2026-08-20_L6_THE_ARMOR.md | +2 catch-all	Lanes 3–6 (L172 anyon landscape, C2/Path-A quantum modularity, C5 arithmetic CS, related-work armor) not started.
B8094_L173_anchors	paper/structure-genesis-first	B8094_L173_anchors/results.json (scope field)	in-sandbox labeling verified novelty	LEAD	"{""audit/b775-braver-questions"":22,""claude/new-session-qor5up"":22,""claude/outside-bench"":29,""codex/seat-r001"":27,""main"":28,""paper/structure-genesis-first"":26}"	docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/UNIFIED_STATE.md | docs/views/VERDICT_LEDGER.md | frontier/B525_are_you_sure/synthesis.txt | frontier/B543_species_gap_labels/LIT_GATE.md | frontier/B556_escalator_tower/FINDINGS.md | frontier/B557_escalator_campaign/CARRIERS_FINDINGS.md | +4 catch-all	novelty against gap labeling was NOT verified: until that in-sandbox check is done this lane has an anchor list and no established novelty
B8095_related_work_armor	unknown (packet did not surface a source hash)	FINDINGS.md:106	primary connes papers furey	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":6}"	docs/views/VERDICT_LEDGER.md | frontier/B796_coupling_campaign/harvest/lit_prior_art_sm_topology.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/RELAY_LEDGER.md | +2 catch-all	I did not read Furey's or Connes' primary papers in full
B8095_related_work_armor	unknown (packet did not surface a source hash)	FINDINGS.md:47	exceptional generations fermions algebra	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":9,""claude/outside-bench"":12,""codex/seat-r001"":13,""main"":12,""paper/structure-genesis-first"":10}"	docs/HINT_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B882_magic_square_naming/priorart_findings.json | frontier/B951_l132_scout/PRIOR_ART_HYPERCHARGE.md | frontier/B951_l132_scout/prior_art_hypercharge.json | papers/VALIDATION_LEDGER.md | docs/views/THE_SPINE.md | +6 catch-all	We do NOT claim that a single exceptional Lie algebra derives chiral fermions or three generations.
B8095_related_work_armor	unknown (packet did not surface a source hash)	FINDINGS.md:71-72	lagrangian operator dirac mass	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":7,""claude/outside-bench"":10,""codex/seat-r001"":9,""main"":9,""paper/structure-genesis-first"":7}"	docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B927_crossing_study_verdict/laneB_panel_report.txt | docs/views/THE_SPINE.md | frontier/B1211_declaration_gap/deep_sweep.json | frontier/B1211_declaration_gap/verification/deep_sweep.json | +4 catch-all	we have no Dirac operator, no Lagrangian and no mass data at all
B8096_relaxed_residue	unknown (packet did not surface a source hash)	(cross-referenced later in B8105, not this arc)	absent merge	GENERIC	"{""audit/b775-braver-questions"":152,""claude/new-session-qor5up"":135,""claude/outside-bench"":178,""codex/seat-r001"":151,""main"":168,""paper/structure-genesis-first"":152}"	docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/CLOSURE_2026-07-11.md | docs/CLOSURE_PROGRAM.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | +34 catch-all	cc3 does not merge, so 32 of cc's arcs are absent here
B8096_relaxed_residue	unknown (packet did not surface a source hash)	FINDINGS.md:171-173	b8092 vindicate stands guard	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":3}"	docs/CC3_RELAY_INDEX.md | docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md	This does NOT vindicate the guard. B8092 finding 1 stands
B8097_buried_results	unknown (packet did not surface a source hash)	FINDINGS.md:274	suppressed positive crossing gate	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":4,""claude/outside-bench"":9,""codex/seat-r001"":6,""main"":9,""paper/structure-genesis-first"":9}"	docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/THE_LADDER.md | frontier/B1160_hypercharge_forced/FINDINGS.md | frontier/B1191_close_loop_batch3/FINDINGS.md | frontier/B1191_close_loop_batch3/verification/batch3_cells.json | docs/LAW_MAP.md | docs/RELAY_LEDGER.md | +4 catch-all	None of this is a suppressed positive. No row here is a crossing that a gate hid.
B8097_buried_results	unknown (packet did not surface a source hash)	FINDINGS.md:265	falsified	UNSWEEPABLE			L73 -- FALSIFIED by computation, 6/6 independently
B8097_buried_results	unknown (packet did not surface a source hash)	FINDINGS.md:278-279	mechanism synthesis layer gate	GENERIC	"{""audit/b775-braver-questions"":59,""claude/new-session-qor5up"":55,""claude/outside-bench"":84,""codex/seat-r001"":68,""main"":80,""paper/structure-genesis-first"":58}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/PRACTICES.md | docs/PRICED_DOORS.md | +16 catch-all	the mechanism is not Gate 5... It is the synthesis layer
B8098_L1_verified	unknown (packet did not surface a source hash)	verify_l1.py inline comment	criterion rescue	LEAD	"{""audit/b775-braver-questions"":26,""claude/new-session-qor5up"":20,""claude/outside-bench"":27,""codex/seat-r001"":23,""main"":24,""paper/structure-genesis-first"":22}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B727_base_rate_the_structure/b727_probe2.py | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | frontier/B775_phase2_wave1/wave1_results.json | +10 catch-all	no computation can rescue it (criterion 3)
B8098_L1_verified	unknown (packet did not surface a source hash)	FINDINGS.md:346	unselected object	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":13,""codex/seat-r001"":8,""main"":13,""paper/structure-genesis-first"":7}"	docs/THEOREM_REGISTRY.md | frontier/B754_p2_spectral/reviews/S16_REVIEW_1.md | docs/views/VERDICT_LEDGER.md | frontier/B1159_mssm_debt_ledger/FINDINGS.md | frontier/B1159_mssm_debt_ledger/arc_verdict.json | frontier/B1159_mssm_debt_ledger/b1159_results.json | frontier/B1159_mssm_debt_ledger/verification/condition_ledger.txt | frontier/B1161_frontier_sweep/FINDINGS.md | +6 catch-all	It does NOT show the object is unselected.
B8099_3d_completeness	unknown (packet did not surface a source hash)	completeness.py CHECK list; FINDINGS.md:414	b262 dynamical missing gauge	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":7,""claude/outside-bench"":12,""codex/seat-r001"":7,""main"":11,""paper/structure-genesis-first"":14}"	docs/HINT_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | papers/VALIDATION_LEDGER.md | papers/metallic_one_object/SYNTHESIS.md | philosophy/P011_generative_vs_actualizing_dynamics.md | docs/views/THE_SPINE.md | frontier/B1192_close_loop_batch4/verification/batch4_cells.json | +3 catch-all	E6 as a DYNAMICAL gauge... MISSING (B262's own wall #2 -- open)
B8099_3d_completeness	unknown (packet did not surface a source hash)	FINDINGS.md:415	specialist integral problems missing	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":13,""claude/outside-bench"":20,""codex/seat-r001"":13,""main"":15,""paper/structure-genesis-first"":14}"	docs/OPEN_PROBLEMS.md | docs/STRATEGIC_SYNTHESIS.md | docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/CENSUS.md | frontier/B770_closure_census/census.json | frontier/EXPERT_OUTREACH.md | papers/CANDIDATES.md | papers/P4_markov_stage/PANEL_v1_findings.md | +8 catch-all	the E6 state integral... MISSING (OPEN_PROBLEMS, flagged SPECIALIST)
B8099_3d_completeness	unknown (packet did not surface a source hash)	FINDINGS.md:415	b262 missing lift wall	LEAD	"{""audit/b775-braver-questions"":14,""claude/new-session-qor5up"":15,""claude/outside-bench"":20,""codex/seat-r001"":15,""main"":18,""paper/structure-genesis-first"":23}"	docs/HINT_LEDGER.md | docs/views/CLOSED_DOORS.md | docs/views/VERDICT_LEDGER.md | frontier/B277_4d_lift_obstruction/FINDINGS.md | frontier/B277_4d_lift_obstruction/b277_4d_lift.py | frontier/B278_consolidation_v3/FINDINGS.md | frontier/B278_consolidation_v3/wall_map_v3.py | frontier/B738_pathfinder_compiler/kill_graph.json | +4 catch-all	the 4d lift... MISSING (B262's wall #4)
B8099_3d_completeness	unknown (packet did not surface a source hash)	FINDINGS.md:435	d-3d become lift	LEAD	"{""audit/b775-braver-questions"":20,""claude/new-session-qor5up"":19,""claude/outside-bench"":26,""codex/seat-r001"":20,""main"":22,""paper/structure-genesis-first"":19}"	docs/CAMPAIGN_STATUS.md | docs/CRYSTALLIZATION_2026-07-09.md | docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/views/CLOSED_DOORS.md | docs/views/VERDICT_LEDGER.md | frontier/B666_leads_campaign/cellT/TRIAGE_TABLE.md | frontier/B738_pathfinder_compiler/kill_graph.json | +9 catch-all	3d-3d is not a lift and cannot become one
B8100_oneloop_geodesic	unknown (packet did not surface a source hash)	FINDINGS.md:35 (CORRECTION note)	contradiction unread went	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":8,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":8}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B1068_descent_inventory/w2_full_results.json | docs/RELAY_LEDGER.md | frontier/B8113_abscissa_residue/relays/CC3_TO_CC_2026-08-21_BOTH_ACCEPTED_AND_YOUR_5_5_POINT_RETRACTS_MY_FLAT_CLAIM.md | +4 catch-all	the contradiction with this line went unread
B8100_oneloop_geodesic	unknown (packet did not surface a source hash)	FINDINGS.md:46	one-loop partition function object	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":7,""claude/outside-bench"":18,""codex/seat-r001"":19,""main"":18,""paper/structure-genesis-first"":29}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/STRUCTURE_TO_NATURE_MASTERPLAN.md | frontier/B770_closure_census/census.json | papers/VALIDATION_LEDGER.md | docs/views/VERDICT_LEDGER.md | docs/OPEN_LEADS.md | docs/THEOREM_REGISTRY.md | +5 catch-all	This is not the one-loop partition function of the object.
B8100_oneloop_geodesic	unknown (packet did not surface a source hash)	FINDINGS.md:48-49	continuous spectrum entirely carries	GENERIC	"{""audit/b775-braver-questions"":41,""claude/new-session-qor5up"":38,""claude/outside-bench"":62,""codex/seat-r001"":46,""main"":58,""paper/structure-genesis-first"":39}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/views/CLOSED_DOORS.md | docs/views/VERDICT_LEDGER.md | frontier/B497_endomorphism_monoid/FINDINGS.md | +10 catch-all	the cusp carries a continuous spectrum that this product omits entirely
B8101_scattering_verified	unknown (packet did not surface a source hash)	FINDINGS.md:131-134	boundary-graviton finite-volume handlebodies appropriate	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":1}"	docs/views/VERDICT_LEDGER.md	GMY's product is derived for handlebodies and closed quotients; the boundary-graviton h(r) appropriate to a finite-volume cusped manifold is the one object none of these rungs supplies
B8101_scattering_verified	unknown (packet did not surface a source hash)	FINDINGS.md:139-140	one-loop determinant partition assemble	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":12,""codex/seat-r001"":13,""main"":12,""paper/structure-genesis-first"":21}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | frontier/B770_closure_census/census.json | papers/VALIDATION_LEDGER.md | docs/views/VERDICT_LEDGER.md | docs/OPEN_LEADS.md | docs/THE_FRAMEWORK.md | docs/views/THE_SPINE.md | +5 catch-all	Does not assemble the one-loop determinant and does not claim a partition function.
B8102_cusped_gap	unknown (packet did not surface a source hash)	FINDINGS.md:214-216 / results.json 'not_claimed'	specialist abstracts searches surface	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":6,""paper/structure-genesis-first"":6}"	frontier/B770_closure_census/census.json | frontier/B951_l132_scout/PRIOR_ART_HYPERCHARGE.md | frontier/B951_l132_scout/prior_art_hypercharge.json | docs/THE_FRAMEWORK.md | docs/views/VERDICT_LEDGER.md | docs/LAW_MAP.md | +1 catch-all	abstracts were read, not full papers... a specialist may know of work these searches did not surface
B8102_cusped_gap	unknown (packet did not surface a source hash)	FINDINGS.md:192-193	one-loop ads3 application excludes	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	docs/views/VERDICT_LEDGER.md	The AdS3 one-loop application excludes cusps. The two have not been joined for this case.
B8102_cusped_gap	unknown (packet did not surface a source hash)	FINDINGS.md:214	one-loop anywhere cusped	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":5,""claude/outside-bench"":13,""codex/seat-r001"":12,""main"":13,""paper/structure-genesis-first"":14}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/harvest/second_round_novelty_research.md | docs/views/VERDICT_LEDGER.md | docs/OPEN_LEADS.md | docs/THE_FRAMEWORK.md | docs/THE_LADDER.md | docs/THE_ROAD.md | +3 catch-all	Not that no cusped one-loop result exists anywhere
B8103_specialist_revisit	unknown (packet did not surface a source hash)	FINDINGS.md:276-277 / results.json 'E6_work_found': false, 'exceptional_group_character_variety_work_found': false	exceptional-group character-variety manifold surfaced	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":4}"	docs/NOVELTY_AUDIT.md | frontier/B905_kim_litgate/panel_report.txt | docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md	no E6, indeed no exceptional-group, character-variety work for knot or 3-manifold groups surfaced on either query
B8103_specialist_revisit	unknown (packet did not surface a source hash)	FINDINGS.md:262-263 (B391)	untested already itself says	GENERIC	"{""audit/b775-braver-questions"":46,""claude/new-session-qor5up"":33,""claude/outside-bench"":52,""codex/seat-r001"":42,""main"":49,""paper/structure-genesis-first"":39}"	docs/CAMPAIGN_STATUS.md | docs/CLOSURE_2026-07-11.md | docs/OPEN_PROBLEMS.md | docs/PRACTICES.md | docs/SEAL_LEDGER.md | docs/SM_SPECIFICATION_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B530_natural_history/FINDINGS.md | +14 catch-all	the row itself says it may already exist. Untested.
B8104_pfaff_formula	unknown (packet did not surface a source hash)	FINDINGS.md:380-382	needs-specialist premature labelled reading	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":8,""claude/outside-bench"":9,""codex/seat-r001"":9,""main"":9,""paper/structure-genesis-first"":8}"	docs/views/VERDICT_LEDGER.md | frontier/B530_natural_history/FINDINGS.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/context_sweep/sweep_error_protocol.md | papers/VALIDATION_LEDGER.md | docs/views/THE_SPINE.md | frontier/B796_coupling_campaign/context_sweep/sweep_error_protocol.md | +3 catch-all	It was the second hit of the first search, and I labelled the gap NEEDS-SPECIALIST before reading it. The error was mine and the label was premature.
B8104_pfaff_formula	unknown (packet did not surface a source hash)	FINDINGS.md:378	one-loop partition function	GENERIC	"{""audit/b775-braver-questions"":12,""claude/new-session-qor5up"":8,""claude/outside-bench"":19,""codex/seat-r001"":21,""main"":20,""paper/structure-genesis-first"":35}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/STRUCTURE_TO_NATURE_MASTERPLAN.md | frontier/B770_closure_census/census.json | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/harvest/second_round_novelty_research.md | papers/VALIDATION_LEDGER.md | docs/views/VERDICT_LEDGER.md | docs/OPEN_LEADS.md | +6 catch-all	Not that we have the one-loop partition function. We do not.
B8105_r48_phase1	unknown (packet did not surface a source hash)	FINDINGS.md:31-32	absent merge	GENERIC	"{""audit/b775-braver-questions"":152,""claude/new-session-qor5up"":135,""claude/outside-bench"":178,""codex/seat-r001"":151,""main"":168,""paper/structure-genesis-first"":149}"	docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/CLOSURE_2026-07-11.md | docs/CLOSURE_PROGRAM.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | +34 catch-all	cc3 does not merge, so 32 of cc's arcs are absent here
B8105_r48_phase1	unknown (packet did not surface a source hash)	FINDINGS.md:60-62	b1012 b1076 b1080 b1085	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":11,""codex/seat-r001"":5,""main"":11,""paper/structure-genesis-first"":3}"	docs/views/VERDICT_LEDGER.md | docs/CAMPAIGN_STATUS.md | docs/THEOREM_REGISTRY.md | scripts/atlas/atlas_data.json | frontier/B1210_paper_spine_sweep/spine_sweep.json | frontier/B1210_paper_spine_sweep/verification/spine_sweep.json | frontier/B1213_claim_base_rebuilt/b1213_results.json | frontier/B1213_claim_base_rebuilt/claim_base.json | +1 catch-all	checked individually and absent: B1012..., B1076, B1080, B1085, B1088, B1094 and B1098
B8105_r48_phase1	unknown (packet did not surface a source hash)	FINDINGS.md:67-68 (arc_verdict.json claim_one_line)	reads gate	GENERIC	"{""audit/b775-braver-questions"":357,""claude/new-session-qor5up"":337,""claude/outside-bench"":453,""codex/seat-r001"":335,""main"":389,""paper/structure-genesis-first"":373}"	docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/COMMS_PROTOCOL.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/LEAD_REGISTER.md | docs/LISTENING_PROTOCOL.md | +124 catch-all	no gate reads it
B8106_r48_phase2	unknown (packet did not surface a source hash)	FINDINGS.md:154	untriaged remain	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":23,""claude/outside-bench"":11,""codex/seat-r001"":11,""main"":11,""paper/structure-genesis-first"":23}"	docs/OPEN_LEADS.md | docs/atlas/BLIND_ARCS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B822_lexicon_gate_fix/FINDINGS.md | docs/LEAD_REGISTER.md | docs/REPRESENTATION_TRIAGE.md | docs/views/THE_SPINE.md | +6 catch-all	34 remain untriaged
B8106_r48_phase2	unknown (packet did not surface a source hash)	FINDINGS.md:141	document unified opened state	LEAD	"{""audit/b775-braver-questions"":20,""claude/new-session-qor5up"":15,""claude/outside-bench"":19,""codex/seat-r001"":17,""main"":19,""paper/structure-genesis-first"":17}"	docs/CAMPAIGN_STATUS.md | docs/CLOSURE_2026-07-11.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/THEOREM_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | +9 catch-all	A document named 'unified state' that does not know the hatch opened
B8107_r48_verify	unknown (packet did not surface a source hash)	FINDINGS.md:206-213 (R48-F4)	following checklist required mention	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":5,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":6,""paper/structure-genesis-first"":8}"	frontier/B770_closure_census/census.json | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/RELAY_LEDGER.md | docs/views/VERDICT_LEDGER.md | +4 catch-all	does not mention it... a seat following the binding checklist exactly would omit a required field
