arc	source	where	terms	status	hits_per_head	top_paths	quote
B532_last_echo	main	frontier/B532_last_echo/FINDINGS.md line 221	anomalous charpoly standard quartic	LEAD	"{""audit/b775-braver-questions"":8,""claude/new-session-qor5up"":8,""claude/outside-bench"":8,""codex/seat-r001"":8,""main"":8,""paper/structure-genesis-first"":8}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | papers/VALIDATION_LEDGER.md | +2 catch-all	Anomalous sector (abA) has charpoly x⁴-3x³-8x²-7x-2 | WRONG — charpoly = the standard quartic, disc = -400
B532_last_echo	main	frontier/B532_last_echo/FINDINGS.md line 222	partially alphabet return number	LEAD	"{""audit/b775-braver-questions"":17,""claude/new-session-qor5up"":19,""claude/outside-bench"":22,""codex/seat-r001"":17,""main"":20,""paper/structure-genesis-first"":21}"	docs/CRYSTALLIZATION_2026-07-09.md | docs/OPEN_LEADS.md | frontier/B533_coupling_invariance/probe5_number_field.py | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | frontier/B772_negatives_adequacy/audit_results.json | +5 catch-all	Return number = alphabet size (Law 1) | PARTIALLY WRONG — aA has 5 return words
B532_last_echo	main	"PROGRESS_LOG.md 2026-07-12 entry ""B532-I5: bigram core hierarchy + character census"" (per log_index B532.txt line 43)"	return-word cross-seat polynomials reproduced	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	docs/CAMPAIGN_STATUS.md | frontier/B738_pathfinder_compiler/kill_graph.json | +2 catch-all	The Bigram core hierarchy (return-word induction). The cross-seat claim of 4 distinct core polynomials at the bigram level CANNOT BE REPRODUCED.
B536_measurement_verify	main	frontier/B536_measurement_verify/FINDINGS.md, F2 row	convention-dependent unverified-as-stated seat-1 unspecified	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		Seat-1's operator construction was unspecified; period 6 is convention-dependent. UNVERIFIED-AS-STATED.
B537_classical_phantom	main	frontier/B537_classical_phantom/FINDINGS.md, 'Status update (2026-07-12, B545)'	realization unverified companion witness	LEAD	"{""audit/b775-braver-questions"":20,""claude/new-session-qor5up"":18,""claude/outside-bench"":24,""codex/seat-r001"":23,""main"":22,""paper/structure-genesis-first"":19}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B756_remaining_doors/RAW_WORKFLOW_OUTPUT.json | +8 catch-all	That claim is NOT in this record and is UNVERIFIED here: a direct witness search (entries ≤ 20) plus this file's companion scans find no realization.
B545_ghost_census	main	frontier/B545_ghost_census/FINDINGS.md, 'DISCREPANCY RECORDED'	six-ordering chat-2 b537 corrections	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		"chat-2's corrections log calls (4,4,16) a ""false candidate already in CC's record."" It is NOT in this record, and an independent witness search here (entries ≤ 20; plus B537's six-ordering companion scans to |a| ≤ 3000) finds no realization."
B548_unhideable_census	main	frontier/B548_unhideable_census/FINDINGS.md, 'Honest consequence'	substitution surviving languages hideable	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":1,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":2}"	docs/views/THE_SPINE.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | +2 catch-all	a HIDEABLE substitution (many surviving languages, needing an external prior) is the thing to hunt, and it did not appear in this small census
B555_the_prediction	main	THE_PREDICTION.md 'What we CANNOT predict'	b533 b539 b541 constants	LEAD	"{""audit/b775-braver-questions"":8,""claude/new-session-qor5up"":8,""claude/outside-bench"":9,""codex/seat-r001"":8,""main"":9,""paper/structure-genesis-first"":8}"	docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | +3 catch-all	SM coupling constants, mass ratios, mixing angles -- proven null (B533/B539/B541).
B555_the_prediction	main	THE_PREDICTION.md 'What we CANNOT predict'	b532 absolute absent scale	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":13,""claude/outside-bench"":13,""codex/seat-r001"":13,""main"":13,""paper/structure-genesis-first"":13}"	docs/CAMPAIGN_STATUS.md | docs/CLOSURE_2026-07-11.md | docs/views/VERDICT_LEDGER.md | frontier/B532_last_echo/i6_nine_ingredients.py | frontier/B532_last_echo/i6_phase3_synthesis.py | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | +3 catch-all	Absolute scale (B532: ABSENT).
B556_escalator_tower	main	FINDINGS.md 'Tower-probe campaign -- the tower exits the fusion/CFT world at rung 1' (P-A)	charpoly-matching rank-4 exhaustive candidates	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B556_escalator_tower/FINDINGS.md	no fusion category of ANY rank has an object of dimension lambda_1 ... exhaustive rank-4 ring search (92 charpoly-matching candidates, 0 fusion rings)
B556_escalator_tower	main	FINDINGS.md 'c_eff -- NO CFT central-charge lock-on'	central-charge lock-on verified negative	DOC_ECHO	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	 | +1 catch-all	NO CFT central-charge lock-on (verified negative) ... no plateau at 7/10 or a golden value
B557_escalator_campaign	main	FINDINGS.md 'What never ran'	lit-gate campaign language searches	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":6,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":5}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/census.json | docs/LAW_MAP.md | +2 catch-all	E0, the lit-gate that gates the whole campaign's novelty language ... queued behind other searches and never executed.
B557_escalator_campaign	main	FINDINGS.md 'What never ran'	physics-ladder saturation firewalled unrun	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":5,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":5}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | +2 catch-all	Also unrun: the saturation cells above rung 1, and the firewalled physics-ladder cell.
B557_escalator_campaign	main	PROGRESS_LOG.md 2026-07-30 B837 entry	b557 b556 expectation expected	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":7,""claude/outside-bench"":7,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":7}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/census.json | frontier/B837_file_drawer_audit/FINDINGS.md | +3 catch-all	"B557 (cited in B556 only as an EXPECTATION, ""Expected: charpoly degrees..."", not a result)"
B558_three_level_negative	main	FINDINGS.md 'The three-level negative -- CONFIRMED'	transcendental architecture algebraic spectrum	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":7,""claude/outside-bench"":11,""codex/seat-r001"":8,""main"":10,""paper/structure-genesis-first"":8}"	docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | docs/views/THE_SPINE.md | frontier/B1211_declaration_gap/deep_sweep.json | frontier/B1211_declaration_gap/verification/deep_sweep.json | +3 catch-all	The SM's numbers are not in the architecture at any algebraic level (Q, Q(phi), transcendental spectrum).
B558_three_level_negative	main	FINDINGS.md 'Finding #4'	coincidence numerical bijection until	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":9,""claude/outside-bench"":14,""codex/seat-r001"":11,""main"":14,""paper/structure-genesis-first"":11}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B775_phase2_wave1/wave5_results.json | papers/VALIDATION_LEDGER.md | frontier/B1067_rayclass_harvest/w1_results.json | frontier/B1068_descent_inventory/w2_full_results.json | +3 catch-all	17 = 17 is a numerical coincidence until a bijection is exhibited.
B559_blackhole_probes	main	FINDINGS.md Probe 1 'Result'	black-hole area-law signature absent	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":6}"	docs/THE_LADDER.md | docs/views/VERDICT_LEDGER.md | frontier/B1009_verification_pass/FINDINGS.md | +3 catch-all	The black-hole area-law signature is ABSENT.
B560_crossseat_campaign	main	CELL3_FIXED_CHARACTER_ATLAS_FINDINGS.md 'Executive result' / 'Completeness blocker'	intersection-number finite-looking interaction recovered	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B560_crossseat_campaign/cells/Cell_3/CELL3_FIXED_CHARACTER_ATLAS_FINDINGS.md	"The recovered picture is a large finite-looking field of rigid interaction states ... The global statement ""there are exactly 253"" remains open because no exact degree or intersection-number upper bound has been established."
B560_crossseat_campaign	main	OBSERVER_FIXED_POINT_CERTIFICATE.md 'Golden-trace reproduction test' / 'What was actually available'	rank-18 representation certificate quoted	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B560_crossseat_campaign/cells/Cell_3/OBSERVER_FIXED_POINT_CERTIFICATE.md	The quoted golden tuple therefore does not behave like a fixed representation ... The quoted point ... nor the claimed rank-18 certificate [was found in the repository].
B560_crossseat_campaign	main	CELL1C_DEFECT_KINEMATICS_FINDINGS.md 'Strict carrier relocation was not found'	immobility permanent strict motion	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		N_strict_motion(L<=500) = 0 ... This is not a theorem of permanent immobility.
B560_crossseat_campaign	main	CELL1C_DEFECT_KINEMATICS_FINDINGS.md 'Neutral pair creation and annihilation exist'	observed inverse through length	LEAD	"{""audit/b775-braver-questions"":21,""claude/new-session-qor5up"":22,""claude/outside-bench"":28,""codex/seat-r001"":26,""main"":26,""paper/structure-genesis-first"":22}"	docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B199_metallic_exponent_law/workflow_result.json | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | +9 catch-all	The inverse pair 5+6 was not observed through length 500.
B560_crossseat_campaign	main	CELL1_CHARGE_TRANSPORT_FINDINGS.md section 6 'Interpretation boundary'	identification nontrivial dynamical electric	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":0}"	frontier/B1081_hydrogen_audit/b1081_results.json | +1 catch-all	identification with electric, color, weak, baryon, or lepton charge; a Noether origin; a local gauge field; dynamical charge carriers; nontrivial clock action on the charge [are not established].
B560_crossseat_campaign	main	CELL4_SPECTRAL_ROBUSTNESS_FINDINGS.md 'Theorem boundary: Open'	infinite-volume infinite-system degree-4 dry-gap	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		an infinite-volume theorem that all five gaps stay open throughout either continuous coupling box [is open]; a degree-4 dry-gap theorem showing every allowed module label opens [is open]; a rigorous infinite-system disorder theorem [is open].
B560_crossseat_campaign	main	Each cell's *_FINDINGS.md 'Repository baseline'/'synchronization' section	modified baseline	LEAD	"{""audit/b775-braver-questions"":18,""claude/new-session-qor5up"":18,""claude/outside-bench"":21,""codex/seat-r001"":20,""main"":21,""paper/structure-genesis-first"":17}"	docs/SEAL_LEDGER.md | docs/dossiers/S6_theorem_inventory_cc2.md | frontier/B560_crossseat_campaign/cells/Cell_1/CELL1_CHARGE_TRANSPORT_FINDINGS.md | frontier/B560_crossseat_campaign/cells/Cell_2/CELL2_OBSERVER_PROTOCOL_FINDINGS.md | frontier/B560_crossseat_campaign/cells/Cell_3/CELL3_FIXED_CHARACTER_ATLAS_FINDINGS.md | frontier/B560_crossseat_campaign/cells/Cell_4/CELL4_SPECTRAL_ROBUSTNESS_FINDINGS.md | frontier/B771_phase1_wave1/cells/W5-335/compute.py | frontier/B771_phase1_wave1/wave1_results.json | +5 catch-all	No repository files were modified [in every cell's baseline section].
B561_l50_crux	main	FINDINGS.md point 1	order-3 deformation structure grading	LEAD	"{""audit/b775-braver-questions"":32,""claude/new-session-qor5up"":32,""claude/outside-bench"":36,""codex/seat-r001"":33,""main"":35,""paper/structure-genesis-first"":31}"	docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B370_massey_depth2/PREREGISTRATION.md | frontier/B738_pathfinder_compiler/kill_graph.json | +5 catch-all	No order-3 structure exists in the F4 deformation grading.
B561_l50_crux	main	FINDINGS.md point 2 (paraphrased from: 'a group of order 8 has no order-3 element. So no geometric ℤ/3 acts on the character variety.')	geometric character variety acts	GENERIC	"{""audit/b775-braver-questions"":190,""claude/new-session-qor5up"":167,""claude/outside-bench"":184,""codex/seat-r001"":173,""main"":182,""paper/structure-genesis-first"":171}"	docs/CAMPAIGN_STATUS.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/SEAL_LEDGER.md | docs/THEOREM_LEDGER.md | +14 catch-all	No geometric Z/3 acts on the character variety.
B561_l50_crux	main	Addendum (Klein-four)	theta-even premise fails gamma	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":8,""claude/outside-bench"":12,""codex/seat-r001"":8,""main"":11,""paper/structure-genesis-first"":8}"	docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | frontier/B775_phase2_wave1/wave1_results.json | frontier/B775_phase2_wave1/wave5_results.json | speculations/TOMBSTONES.md | docs/views/THE_SPINE.md | frontier/B1211_declaration_gap/deep_sweep.json | +3 catch-all	The premise fails ... gamma does not act on the theta-even H1
B562_probation_campaign	main	RESULTS.md, P12	exceptional-group full-text d-3d exceptional	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":1}"	docs/views/VERDICT_LEDGER.md	no exceptional-group 3d-3d state integral exists (4 queries; exceptional groups appear only as flavor/gauge of N=2 quivers). Register; arXiv full-text browse before hardening to tombstone
B562_probation_campaign	main	RESULTS.md, P21	signatures framework external survives	LEAD	"{""audit/b775-braver-questions"":19,""claude/new-session-qor5up"":18,""claude/outside-bench"":23,""codex/seat-r001"":19,""main"":22,""paper/structure-genesis-first"":18}"	docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B666_leads_campaign/cellT/TRIAGE_TABLE.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/batch_tomb_2.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | +4 catch-all	no external SM/GR framework survives all the object's signatures
B563_planck_ratio_null	main	FINDINGS.md, Design section	theorem-absent k020 remains retried	DOC_ECHO	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	 | +1 catch-all	the *unit* itself remains theorem-absent, K020 — not retried
B564_sl3_phi_fixed_reducible	main	FINDINGS.md point 3 (generic mu, mu=omega, unipotent c=3 strata)	representation fixed	LEAD	"{""audit/b775-braver-questions"":446,""claude/new-session-qor5up"":412,""claude/outside-bench"":478,""codex/seat-r001"":450,""main"":460,""paper/structure-genesis-first"":431}"	docs/CAMPAIGN_STATUS.md | docs/CRYSTALLIZATION_2026-07-09.md | docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/NOVELTY_AUDIT.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/PRACTICES.md | DELETED:frontier/B775_phase2_wave1/cells/_verify_Z1/compute.py | +58 catch-all	no φ-fixed representation at all
B564_sl3_phi_fixed_reducible	main	FINDINGS.md Verdict	representation irreducible reducible entirely	GENERIC	"{""audit/b775-braver-questions"":48,""claude/new-session-qor5up"":50,""claude/outside-bench"":70,""codex/seat-r001"":61,""main"":67,""paper/structure-genesis-first"":48}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/CLOSED_DOORS.md | docs/views/VERDICT_LEDGER.md | frontier/B129_sl3_tower_sealed/FINDINGS.md | frontier/B141_s031_split/FINDINGS.md | frontier/B199_metallic_exponent_law/workflow_result.json | +8 catch-all	The SL(3) φ-fixed locus is entirely reducible — no irreducible representation anywhere.
B565_gauge_behavior_campaign	main	RESULTS.md T1	invertible-symmetry golden-anyon descend divides	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		the ℤ/11 charge does NOT descend to the golden-anyon chain: 11 (prime) divides NO IR invertible-symmetry order
B565_gauge_behavior_campaign	main	RESULTS.md T6	order-11 arithmetic anywhere octonion	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":2,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | +1 catch-all	no order-11 anywhere ... the ℤ/11 charge cannot even act on the octonion arithmetic
B565_gauge_behavior_campaign	main	RESULTS.md H1-realform	geometric holonomy groups lands	GENERIC	"{""audit/b775-braver-questions"":34,""claude/new-session-qor5up"":32,""claude/outside-bench"":41,""codex/seat-r001"":38,""main"":40,""paper/structure-genesis-first"":35}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/atlas/FAILURE_ATLAS.md | docs/views/VERDICT_LEDGER.md | frontier/B101_hitchin_reframing/FINDINGS.md | +7 catch-all	the geometric holonomy lands in F4(C)/E6(C) as real groups — in NO real form
B566_self_interaction	main	RESULTS.md S5	torsion-free downstairs worldline negative	DOC_ECHO	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	 | +1 catch-all	a defect worldline sees nothing downstairs (H1(41) = Z, torsion-free — the clean negative)
B567_hamiltonian_handoff	main	FINDINGS.md, 'The honest salvage' point 2	measurement-face sm-like canonical structure	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		That object is real, canonical, and connects to the banked measurement-face structure ... it does not contain an SM-like level structure at N = 15 or 165.
B568_own_questions	main	RESULTS.md Q5 row	attracts sampled lifts flow	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		σ attracts nothing: 0/600 sampled lifts flow to it
B568_own_questions	main	RESULTS.md CQ1 row	minimum-uncertainty extremal forced state	DOC_ECHO	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	 | +1 catch-all	no minimum-uncertainty seam state — the forced state is not extremal
B568_own_questions	main	RESULTS.md AQ3 row	lightest species motion absent	DOC_ECHO	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	 | +1 catch-all	motion is absent except the lightest species
B568_own_questions	main	RESULTS.md Batch SQ	bijections theater refuses embeds	DOC_ECHO	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	 | +2 catch-all	The theater refuses the cast ... None of the three 7-actor casts embeds in the DFib theater under any of the 24 bijections
B569_complete_chain	main	FINDINGS.md Link 4(b)	consistent chirality theory	GENERIC	"{""audit/b775-braver-questions"":90,""claude/new-session-qor5up"":80,""claude/outside-bench"":113,""codex/seat-r001"":91,""main"":113,""paper/structure-genesis-first"":89}"	docs/CAMPAIGN_STATUS.md | docs/CROSS_SESSION_2026-06-11_disposition.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/LITERATURE_GAUGE_SM_2026-07-13.md | docs/NOVELTY_AUDIT.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | +12 catch-all	"There is no −1 in any consistent theory: the claimed ""chirality bit"" does not exist."
B569_complete_chain	main	FINDINGS.md Link 4(c)	smallest faithful labeling category	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":13,""claude/outside-bench"":18,""codex/seat-r001"":18,""main"":17,""paper/structure-genesis-first"":14}"	docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | frontier/B770_closure_census/census.json | +7 catch-all	"the θ-even ℂ² carries no F₄ action — the smallest faithful F₄ rep is 26. Labeling the 2-dim block ""the compact F₄ sector"" is a category error."
B569_complete_chain	main	FINDINGS.md Link 7	uniqueness existence because	GENERIC	"{""audit/b775-braver-questions"":47,""claude/new-session-qor5up"":42,""claude/outside-bench"":64,""codex/seat-r001"":54,""main"":62,""paper/structure-genesis-first"":47}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/NOVELTY_AUDIT.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/THE_FRAMEWORK.md | docs/THE_SM_VERDICT.md | +14 catch-all	There is no uniqueness theorem because there is no existence.
B570_allowed_plays	main	C3_RESULT.md, 'The sharpest form'	conspiracy inspection diagonal ruled	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		S_odd is NOT diagonal — the conspiracy is ruled out by inspection
B570_allowed_plays	main	C3_RESULT.md, firewall section	central modular select over	GENERIC	"{""audit/b775-braver-questions"":108,""claude/new-session-qor5up"":100,""claude/outside-bench"":125,""codex/seat-r001"":113,""main"":122,""paper/structure-genesis-first"":105}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/NOVELTY_AUDIT.md | docs/OPEN_LEADS.md | docs/PRICED_DOORS.md | docs/RECOGNITION.md | docs/SEAL_LEDGER.md | +17 catch-all	It cannot 'select 27 over 27bar.' It cannot — C = S^2 is CENTRAL in every modular rep
B570_allowed_plays	main	log entry, Review 16	monodromy prefers over	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":5,""claude/outside-bench"":6,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":7}"	docs/CAMPAIGN_STATUS.md | papers/P4_markov_stage/paper_p4.html | papers/VALIDATION_LEDGER.md | papers/structure_paper/arxiv/main.tex | papers/structure_paper/sections/S1_S2_DRAFT.md | +4 catch-all	no monodromy prefers 27 over 27bar
B570_allowed_plays	main	RESULTS.md, Lane C section	c5+q-c quarantined conclusion verifier	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	frontier/B578_debt_clearing/LEDGER_RAW.md | frontier/B770_closure_census/census.json | +1 catch-all	C5+Q-C — QUARANTINED (verifier kill of the conclusion, upheld) ... Q-C ... remains OPEN.
B571_day0_internalization	main	REPORT.md item A1	b507 tests test lock	LEAD	"{""audit/b775-braver-questions"":26,""claude/new-session-qor5up"":28,""claude/outside-bench"":25,""codex/seat-r001"":25,""main"":25,""paper/structure-genesis-first"":25}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/RETRACTIONS.md | docs/SEAL_LEDGER.md | docs/THEOREM_REGISTRY.md | docs/views/CLOSED_DOORS.md | docs/views/VERDICT_LEDGER.md | +3 catch-all	B507 has no test lock at all (no tests/test_b507*.py)
B571_day0_internalization	main	REPORT.md item A2 (Kubota-Leopoldt claim)	interpolation standard anywhere registry	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":8,""claude/outside-bench"":9,""codex/seat-r001"":7,""main"":9,""paper/structure-genesis-first"":7}"	docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | frontier/B911_cmt_document/CMT_DRAFT.md | frontier/B972_L137_split/work.json | papers/structure_paper/SKELETON.md | docs/LAW_MAP.md | +3 catch-all	with zero computation of the standard interpolation values anywhere in the repo, no test, no CLAIMS/THEOREM_REGISTRY entry
B571_day0_internalization	main	REPORT.md item A3 (B54 twin quadratics)	cross-references literatures confirms anywhere	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":1,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"	docs/consolidation/BAND_B0-B99.md	Grep confirms zero cross-references between the two literatures anywhere in the repo.
