arc	source	where	terms	status	hits_per_head	top_paths	quote
B1084_g2_cone	main	FINDINGS.md section 3, 'COLLISION: MET'	possessed geometry corpus	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		a geometry the corpus never possessed
B1084_g2_cone	main	FINDINGS.md section 1 heading	certified absence object corpus	GENERIC	"{""audit/b775-braver-questions"":35,""claude/new-session-qor5up"":30,""claude/outside-bench"":46,""codex/seat-r001"":41,""main"":44,""paper/structure-genesis-first"":33}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | docs/PRICED_DOORS.md | docs/SEAL_LEDGER.md | docs/THE_SM_VERDICT.md | docs/views/CLOSED_DOORS.md | +13 catch-all	The object (new to the corpus -- the docs sweep's one certified absence, filled)
B1086_spectrum_law	main	FINDINGS.md section 2	e-centralizing own-code hv16 b634	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		The named residual: an own-code rebuild of the dial matrices themselves (the e-centralizing highest vectors hv8/hv16); until then the twisted rows rest on the verified certificate + the B634 corroboration.
B1093_route_a_arithmetic	main	FINDINGS.md item 1	robustness source check	LEAD	"{""audit/b775-braver-questions"":34,""claude/new-session-qor5up"":33,""claude/outside-bench"":36,""codex/seat-r001"":35,""main"":37,""paper/structure-genesis-first"":33}"	docs/NOVELTY_AUDIT.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B108_theta_to_c/probe.py | frontier/B183_open_collective_arrow/FINDINGS.md | frontier/B183_open_collective_arrow/open_collective.py | frontier/B187_interacting_open_collective/FINDINGS.md | frontier/B614_null_model/NULL_MODEL_DESIGN.md | +6 catch-all	the robustness check the source never ran
B1093_route_a_arithmetic	main	FINDINGS.md 'The residual, unchanged and honestly owed'	bhargava-type kato-yukie correspondence identifying	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		identifying WHICH Kato-Yukie/Bhargava-type quantity actually counts integral orbits in this correspondence is the owed step
B1097_first_step_losses	main	FINDINGS.md section 1	intercept circle unit	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":3,""codex/seat-r001"":2,""main"":3,""paper/structure-genesis-first"":12}"	frontier/B666_leads_campaign/cell6/cell6_output.txt | docs/OPEN_LEADS.md | docs/THE_FORCED_AND_THE_FREE.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/RELAY_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json	the circle (intercept) and ray (unit) were NEVER THERE
B1098_nonabelian_hatch	main	FINDINGS.md section 4, item 1	dynamical mechanism selecting	LEAD	"{""audit/b775-braver-questions"":14,""claude/new-session-qor5up"":14,""claude/outside-bench"":21,""codex/seat-r001"":20,""main"":20,""paper/structure-genesis-first"":15}"	docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/STRATEGIC_SYNTHESIS.md | docs/UNIFIED_STATE.md | docs/views/VERDICT_LEDGER.md | frontier/B297_consolidation_v4/wall_map_v4.py | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B771_phase1_wave1/wave4_results.json | +8 catch-all	no dynamical mechanism selecting A2 is claimed
B1099_route_a_counter	main	FINDINGS.md section 1	classifying literature searched algebra	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":3,""claude/outside-bench"":9,""codex/seat-r001"":7,""main"":9,""paper/structure-genesis-first"":4}"	frontier/B770_closure_census/census.json | docs/SM_SPECIFICATION_LEDGER.md | docs/views/THE_SPINE.md | docs/views/VERDICT_LEDGER.md | frontier/B1068_descent_inventory/w2_full_results.json | frontier/B1195_close_loop_batch5a/verification/batch5a_cells.json | frontier/B738_pathfinder_compiler/kill_graph.json | docs/OPEN_LEADS.md | +5 catch-all	No theorem in the literature searched counts G(Z)-orbits inside a G(Q)-orbit for the (E6, 27) or (E6, 27⊕ 27̄) space with the cubic algebra K as the classifying datum.
B1099_route_a_counter	main	FINDINGS.md section 1	neighboring freudenthal logged paper	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":1}"	docs/THE_FRAMEWORK.md | +1 catch-all	the neighboring Freudenthal cases (D6/32, E7/56) are explicitly logged OPEN in that paper
B1099_route_a_counter	main	FINDINGS.md section 1	unproved anywhere reach	LEAD	"{""audit/b775-braver-questions"":15,""claude/new-session-qor5up"":12,""claude/outside-bench"":20,""codex/seat-r001"":15,""main"":19,""paper/structure-genesis-first"":21}"	docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/census.json | frontier/B771_phase1_wave1/wave1_results.json | frontier/B775_phase2_wave1/wave6_results.json | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/loss_audit/loss_audit_branch_delta.md | +6 catch-all	unproved anywhere we could reach
B1102_exact_hypercharge_solve	main	FINDINGS.md 'Uniqueness (C2)'	order-36 confirmed symmetry organize	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md	An order-36 symmetry lead (which would organize the 18 into orbits) was not confirmed — named open, not claimed.
B1102_exact_hypercharge_solve	main	FINDINGS.md 'Fences and honest notes'	cubic-crootof b1100 fallback prereg	DOC_ECHO	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":0}"	 | +1 catch-all	B1100's cubic-CRootOf fallback (named in the prereg) was never needed.
B1103_being_gate	main	FINDINGS.md 'Flags carried honestly'	census-definition-dependent unreproduced letters appear	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md | +1 catch-all	'Eight of nine letters appear' is census-definition-dependent and UNREPRODUCED
B1104_fourd_suspension	main	FINDINGS.md 'C1'	infinite-order suspension	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":7,""codex/seat-r001"":8,""main"":7,""paper/structure-genesis-first"":3}"	docs/OPEN_LEADS.md | frontier/B738_pathfinder_compiler/kill_graph.json | papers/VALIDATION_LEDGER.md | docs/THEOREM_REGISTRY.md | docs/views/VERDICT_LEDGER.md | frontier/B1194_existence_audit/verification/audit_cells.json | +3 catch-all	No infinite-order suspension of M exists
B1105_wall_scope	main	FINDINGS.md 'THE FINDING'	language	UNSWEEPABLE			NO banked result derives any language from another
B1105_wall_scope	main	FINDINGS.md 'THE FINDING'	convergence conclusions equivalence statements	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":7,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":6}"	docs/views/VERDICT_LEDGER.md | frontier/B962_vev_scout/PRIOR_ART_VEV.md | papers/VALIDATION_LEDGER.md | +4 catch-all	the 'one fact' identity is an observed convergence of conclusions, not a proven equivalence of statements
B1107_oneloop_harvest	main	PROGRESS_LOG.md (log_index quoting B1207, 2026-08-29) -- this refers to the sibling arc B1113, not to B1107 itself, but is worth cross-noting since B1107's verifier ran cleanly here	verifier executed since once	LEAD	"{""audit/b775-braver-questions"":17,""claude/new-session-qor5up"":15,""claude/outside-bench"":30,""codex/seat-r001"":21,""main"":29,""paper/structure-genesis-first"":15}"	docs/ERROR_LEDGER.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/reviews/S16_REVIEW_5_VERDICT.md | frontier/B770_closure_census/census.json | frontier/B771_phase1_wave1/wave2_results.json | frontier/B771_phase1_wave1/wave3_results.json | +8 catch-all	the verifier has not executed once since it was banked
B1108_c5_archimedean	main	FINDINGS.md, 'The answer: NO -- structural, not a coverage gap'	determinant archimedean regulator laplacian	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":7,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":13}"	docs/LAW_MAP.md | frontier/B738_pathfinder_compiler/kill_graph.json | docs/views/VERDICT_LEDGER.md | frontier/B1165_gravity_terminal/FINDINGS.md | frontier/B1165_gravity_terminal/b1165_results.json | docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/RELAY_LEDGER.md | +5 catch-all	No volume, no regulator, no torsion, no Laplacian determinant, no archimedean height
B1109_selection_cluster	main	FINDINGS.md F1b section	diagonal-type hypercharge color	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md	no hypercharge u(1) exists at all for diagonal-type color
B1111_w5_scoping	main	FINDINGS.md, item 1	deformation element affine single	LEAD	"{""audit/b775-braver-questions"":22,""claude/new-session-qor5up"":21,""claude/outside-bench"":25,""codex/seat-r001"":27,""main"":25,""paper/structure-genesis-first"":21}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B199_metallic_exponent_law/workflow_result.json | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | +5 catch-all	No deformation in the affine class makes any single element's locus 0-dim.
B1113_tmeter	main	PROGRESS_LOG.md B1207 (log_index for B1113, quoting the review), external to this arc's own committed files	verifier executed since once	LEAD	"{""audit/b775-braver-questions"":17,""claude/new-session-qor5up"":15,""claude/outside-bench"":30,""codex/seat-r001"":21,""main"":29,""paper/structure-genesis-first"":15}"	docs/ERROR_LEDGER.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/reviews/S16_REVIEW_5_VERDICT.md | frontier/B770_closure_census/census.json | frontier/B771_phase1_wave1/wave2_results.json | frontier/B771_phase1_wave1/wave3_results.json | +8 catch-all	the verifier has not executed once since it was banked
B1114_lorentz_double	main	FINDINGS.md 'THE SIGNATURE IS THE OBSERVER'S'	automorphism particular object mirror	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":12,""codex/seat-r001"":12,""main"":12,""paper/structure-genesis-first"":8}"	docs/views/VERDICT_LEDGER.md | frontier/B772_negatives_adequacy/audit_results.json | frontier/B927_crossing_study_verdict/laneB_panel_report.txt | frontier/B955_l133_scout/PRIOR_ART_RANK_REDUCTION.md | frontier/B955_l133_scout/prior_art_rank_reduction.json | frontier/B1068_descent_inventory/w2_full_results.json | frontier/B1074_residue_hunt/b1074_results.json | frontier/B1127_antilinear_completion/b1127_sweep.py | +4 catch-all	no field automorphism of C/Q -- in particular the object's own mirror (q -> 1-q Galois twist) -- can swap them
B1118_deflation	main	shared with B1109, not re-stated verbatim here but cross-referenced	diagonal-type hypercharge color	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md | frontier/B1109_selection_cluster/FINDINGS.md | frontier/B1109_selection_cluster/b1109_selection.py	No hypercharge u(1) exists at all for diagonal-type color
B1119_anomaly_resolved	main	FINDINGS.md Fences	compact-color question open	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":9,""codex/seat-r001"":12,""main"":9,""paper/structure-genesis-first"":0}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_PROBLEMS.md | docs/SM_SPECIFICATION_LEDGER.md | frontier/B1118_deflation/FINDINGS.md | frontier/B1125_compact_color/b1125_NOTES.md | frontier/B1125_compact_color/b1125_sweep.py | frontier/B1127_antilinear_completion/FINDINGS.md | MANIFEST.md | +4 catch-all	the compact-color question is open
B1119_anomaly_resolved	main	FINDINGS.md 'The corrected results'	compact color lift	GENERIC	"{""audit/b775-braver-questions"":39,""claude/new-session-qor5up"":36,""claude/outside-bench"":78,""codex/seat-r001"":78,""main"":72,""paper/structure-genesis-first"":39}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/STRUCTURE_TO_NATURE_MASTERPLAN.md | docs/THEOREM_REGISTRY.md | docs/views/VERDICT_LEDGER.md | frontier/B268_e6_bridge_consolidation/wall_map_v2.py | +19 catch-all	Neither lift gives compact color
B1121_pair_orbits	main	B1121_pair_orbits/FINDINGS.md and b1121_pairs.py docstring	reimplemented description outside session	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":2,""claude/outside-bench"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":1}"	frontier/B1072_silver_instrument/b1072_results.json | frontier/B1121_pair_orbits/FINDINGS.md | frontier/B1121_pair_orbits/b1121_pairs.py | docs/views/VERDICT_LEDGER.md | +1 catch-all	reimplemented from the outside session's description (the scripts were not shipped)
B1123_forcedness_census	main	B1123_forcedness_census/FINDINGS.md	link-labels distributed forcedness written	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":0}"	frontier/B1123_forcedness_census/FINDINGS.md	The forcedness was never written as ONE fact: it lived distributed across 43 link-labels in docs/THEOREM_LEDGER.md
B1126_identification	main	B1126_identification/FINDINGS.md	repo-wide connection neutrino kashaev	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":4}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | docs/CAMPAIGN_STATUS.md | frontier/B1126_identification/FINDINGS.md | +2 catch-all	a repo-wide grep for any Kashaev ↔ PMNS/neutrino connection returns ZERO
B1128_instrument_null	main	context shared with B1126, referenced in this arc's framing of the value campaign	repo-wide connection neutrino kashaev	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":4}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | docs/CAMPAIGN_STATUS.md | frontier/B1126_identification/FINDINGS.md | +2 catch-all	a repo-wide grep for any Kashaev ↔ PMNS/neutrino connection returns ZERO
B1129_natural_values_disjoint	main	b1129_NOTES.md	structure-constant co-occurrence magic-square lepton-mass	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md	A repo-wide search for co-occurrence of magic-square / Barton–Sudbery / E₆-structure-constant vocabulary with Koide / lepton-mass vocabulary returns nothing beyond this probe's own construction.
B1131_koide_no_bridge	main	b1131_NOTES.md, route (c) discussion	genuinely anywhere record null	GENERIC	"{""audit/b775-braver-questions"":66,""claude/new-session-qor5up"":56,""claude/outside-bench"":93,""codex/seat-r001"":73,""main"":87,""paper/structure-genesis-first"":57}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/NOVELTY_AUDIT.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/PRACTICES.md | docs/SEAL_LEDGER.md | +13 catch-all	T2_v0_v0 is explicitly null in a1_results.json, i.e. genuinely not computed anywhere in the record
B1132_meridian_null_phi_law	main	FINDINGS.md	found grep	GENERIC	"{""audit/b775-braver-questions"":134,""claude/new-session-qor5up"":130,""claude/outside-bench"":159,""codex/seat-r001"":136,""main"":153,""paper/structure-genesis-first"":126}"	docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/COMPUTE_THE_PROGRAM.md | docs/ERROR_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | docs/RELAY_LEDGER.md | +32 catch-all	A grep found no existing LAW_MAP row it restates.
B1133_c4_single_end	main	b1133_NOTES.md, 'Zeroth finding'	checkpoint confirmed twoended anywhere	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":0}"	frontier/B1130_twoended_tower/b1130_twoended.py | +2 catch-all	No `twoended_checkpoint.pkl` exists anywhere in the repo (confirmed by search) to recover the larger run.
B1133_c4_single_end	main	"b1133_NOTES.md, 'Zeroth finding: the ""0 trusted digits at N<=70M"" claim doesn't match what's on disk'"	describes verdict stopped pushed	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":9,""codex/seat-r001"":8,""main"":8,""paper/structure-genesis-first"":9}"	frontier/B770_closure_census/census.json | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/context_sweep/sweep_changelog_history.md | docs/views/VERDICT_LEDGER.md | docs/CAMPAIGN_STATUS.md | frontier/B1068_descent_inventory/w2_full_results.json | frontier/B796_coupling_campaign/context_sweep/sweep_changelog_history.md | docs/ERROR_LEDGER.md | docs/LAW_MAP.md | +4 catch-all	"the prose (FINDINGS.md/NOTES.md/arc_verdict) describes a run ""pushed toward N=70M... stopped at ~1hr"" that is not the file on disk"
B1137_regulator_probe	main	FINDINGS.md:69-70	needs-specialist elliptic-k beilinson different	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		Tier B ... NEEDS-SPECIALIST (the repo's first stance; prior Beilinson work is elliptic-K₂ only, a different domain; no J₃(𝕆) computation exists).
B1137_regulator_probe	main	ADDENDUM_2026-09-01_floor_reclassification_proposal.md, 'Assumption carried' paragraph	linearly element asserts hygiene	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":7,""claude/outside-bench"":7,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":6}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B771_phase1_wave1/wave2_results.json | docs/LAW_MAP.md | +3 catch-all	the pruned 25-element basis is taken to be ℚ-linearly independent with 1, as the arc asserts; basis_hygiene_check.py is not in the arc dir.
B1140_the_64_organized	main	FINDINGS.md, 'Scope + conventions (held)'	bi-vectors spin-2 antilinear arithmetic	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":12,""codex/seat-r001"":10,""main"":11,""paper/structure-genesis-first"":0}"	docs/CAMPAIGN_STATUS.md | docs/THEOREM_REGISTRY.md | docs/THE_END_TO_END_CHAIN.md | docs/THE_FRAMEWORK.md | docs/THE_ROAD.md | docs/THE_SM_VERDICT.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | +3 catch-all	NOT checked (honestly flagged): the memo's further remark that an antilinear θ glues the two real spin-2's into one complex spin-2 (10 real dims) leaving 54 colored bi-vectors ... Not confirmed, not refuted. The arithmetic (10 + 54 = 64) is consistent; the gluing itself is uncomputed here.
B1141_spin_payment	main	FINDINGS.md, 'The honest fences'	galois-compose-fibonacci beat-trilogy re-deriving needs-cert	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		NEEDS-CERT (honest scope): the exact cohomological packaging (the 'w-tilde extension element' sentence) and the 'Galois-compose-Fibonacci' naming of the beat were taken on the memo's say-so ... re-deriving that formalism/motivation needs the beat-trilogy (memos 16/17/18) construction.
B1143_bl_fourth_cartan	main	FINDINGS.md, 'SP-4 -- FLAGGED'	in-repo sp-4 coincidental primary	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md | +1 catch-all	At bank time no primary SP-4 text was in-repo; the '2592' grep hits were coincidental.
B1143_bl_fourth_cartan	main	FINDINGS.md, 'SP-3 -- table invariance CONFIRMED; the 36/36 count FLAGGED'	anomaly-freedom reproduces reproduced monomial	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":0}"	docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | frontier/B1143_bl_fourth_cartan/FINDINGS.md | +2 catch-all	neither battery -- nor natural degree-<=3 monomial counts on 2 or 5 charges -- reproduces the memo's specific 36 without fitting to that number; the anomaly-freedom is real, the count '36/36' is not independently reproduced.
B1144_adoption_audit	main	cross-reference, see B1143	in-repo b1143 sp-4 referenced	DOC_ECHO	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":0}"	 | +2 catch-all	"at bank time no primary SP-4 text was in-repo"" (referenced/repeated from B1143, confirmed here as part of the audit)"
B1145_sp2_fermion_seat	main	FINDINGS.md, 'Does NOT establish'	inner-modification re-proved ten-word say-so	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		the 'ten-word inner-modification' exhaustiveness was taken on the memo's say-so, not re-proved.
B1145_sp2_fermion_seat	main	FINDINGS.md, 'Does NOT establish'	generations structure chirality operator	GENERIC	"{""audit/b775-braver-questions"":45,""claude/new-session-qor5up"":37,""claude/outside-bench"":51,""codex/seat-r001"":47,""main"":50,""paper/structure-genesis-first"":41}"	docs/CAMPAIGN_STATUS.md | docs/CRYSTALLIZATION_2026-07-09.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/SM_SPECIFICATION_LEDGER.md | docs/STRUCTURE_TO_NATURE_MASTERPLAN.md | +11 catch-all	no Pin structure is constructed; no Dirac operator or index; no 4d chirality; three physical generations are NOT proved
B1148_carrier_harvest	frontier/B1148_carrier_harvest	frontier/B1148_carrier_harvest/ADDENDUM_2026-09-01_chain_conventions.md, 'Committed-tree fence' section	outside-bench d3c99640 b1148 certificates	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":8,""codex/seat-r001"":0,""main"":8,""paper/structure-genesis-first"":0}"	docs/RELAY_LEDGER.md | docs/views/THE_SPINE.md | docs/views/VERDICT_LEDGER.md | frontier/B1211_declaration_gap/deep_sweep.json | frontier/B1211_declaration_gap/verification/deep_sweep.json | papers/P3_THE_PAPER/CLAIM_CANDIDATES.md | +2 catch-all	B1148's certificates live only on `origin/claude/outside-bench @ d3c99640`; the π₁ action on the 27 is not defined in the committed tree.
B1148_carrier_harvest	frontier/B1148_carrier_harvest	frontier/B1148_carrier_harvest/ADDENDUM_2026-09-01_chain_conventions.md, second ADDENDUM (2026-09-01, later)	repo-wide unwitnessed gitignore committed	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		`.gitignore` ignores `*.log` and `*.out` repo-wide, so none of those files can be committed under the names the runner gives them, and none is on any head. The '8/8 REPRODUCE' statement is therefore unwitnessed in the committed tree (E51 class).
B1154_seam_y	frontier/B1154_seam_y	frontier/B1154_seam_y/FINDINGS.md, 'Provenance debt' section	oa-audit-seat height-308 off-branch unversioned	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":3,""codex/seat-r001"":0,""main"":3,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md | +2 catch-all	"codex's **primary** height-308 derivation (`YUKAWA_CUP_PRODUCTS_308`, `YUKAWA_EXACT_SPECTRUM_NO_GO` + verify scripts) is **off-branch and unversioned** — `~/oa-audit-seat/`, which `git` reports as ""not a git repository""."
B1155_seam_a	frontier/B1155_seam_a	frontier/B1155_seam_a/FINDINGS.md, 'The two gates' section	arithmetic-cs finite-place kim-style m004	DOC_ECHO	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":0,""main"":1,""paper/structure-genesis-first"":0}"	 | +1 catch-all	GATE 2 -- cc3's *full* arithmetic-CS action of m004 on ℚ(√−3): NOT satisfied (the missing gate). ... No unified computed Kim-style arithmetic-CS *action* invariant of m004 to set equal to codex's finite-place data.
B1155_seam_a	frontier/B1155_seam_a	frontier/B1155_seam_a/FINDINGS.md header	off-branch provenance codex debt	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":27,""codex/seat-r001"":0,""main"":26,""paper/structure-genesis-first"":0}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/RELAY_LEDGER.md | docs/views/THE_SPINE.md | docs/views/VERDICT_LEDGER.md | frontier/B1154_seam_y/FINDINGS.md | frontier/B1154_seam_y/arc_verdict.json | frontier/B1154_seam_y/b1154_results.json | +4 catch-all	codex's construction is off-branch (provenance debt)
B1156_seam_a_gate2	frontier/B1156_seam_a_gate2	frontier/B1156_seam_a_gate2/FINDINGS.md, 'Fences' section	arakelov-compactified needs-specialist off-branch re-run	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":4,""codex/seat-r001"":0,""main"":4,""paper/structure-genesis-first"":0}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | +2 catch-all	This seat did **not** construct the Arakelov-compactified action (Gate 2 remains NEEDS-SPECIALIST) and did **not** re-run codex's off-branch ζ₁₂/dP₆ construction.
B1157_dynamics_null	frontier/B1157_dynamics_null	frontier/B1157_dynamics_null/FINDINGS.md, 'What is bank-grade vs specialist vs relayed' section	re-confirmation b8142 unsimplified structural	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		"`exact_check.py` in the B8142 toolchain crashes at line 39 (sympy **structural** equality on unsimplified entries — ρ(relator)−I is zero only after `sp.simplify`), so the ""exact ℚ(√−3) re-confirmation, not an SVD artifact"" claim is not backed by that file as shipped."
